LSOA11CD,LSOA11NM,OID,GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,LSOAAREA,LSOA_ID,ALL_RES_C,AGE_0_16C,AGE_65C,NO_CAR_C,BAD_HLTH_C,VB_HLTH_C,B_VB_C,LMTD_ACT,HRP65ONE,HRP65,ALL_HSE,ONEHSE,LON_DEP_C,LSOA11CD2,workLSOA,workLSOAID
E01026739,North Norfolk 002A,316,E12000006,East of England,E07000147,North Norfolk,E02005571,North Norfolk 002,E01026739,North Norfolk 002A,63122190,316,2044,3.4,39.8,113,80,21,119.8,437,194,450,964,330,28,E01026739,E01026688,265
E01026740,North Norfolk 012A,360,E12000006,East of England,E07000147,North Norfolk,E02005581,North Norfolk 012,E01026740,North Norfolk 012A,35895428,317,2386,3.9,45.4,91,127,27,172.4,548,158,398,1085,286,42,E01026740,E01026688,265
E01026741,North Norfolk 004A,326,E12000006,East of England,E07000147,North Norfolk,E02005573,North Norfolk 004,E01026741,North Norfolk 004A,31275306,318,1894,2.2,34.3,107,98,27,132.3,505,207,487,927,305,23,E01026741,E01026688,265
E01026742,North Norfolk 004B,327,E12000006,East of England,E07000147,North Norfolk,E02005573,North Norfolk 004,E01026742,North Norfolk 004B,3912190,319,1579,2.4,22.3,137,53,21,75.3,384,206,452,693,272,19,E01026742,E01026688,265
E01026743,North Norfolk 004C,328,E12000006,East of England,E07000147,North Norfolk,E02005573,North Norfolk 004,E01026743,North Norfolk 004C,8277094,320,2231,5.6,39.1,273,143,49,182.1,613,286,547,1114,424,41,E01026743,E01026688,265
E01026744,North Norfolk 014A,369,E12000006,East of England,E07000147,North Norfolk,E02005583,North Norfolk 014,E01026744,North Norfolk 014A,15025927,321,1948,2.9,37.6,162,109,28,146.6,561,204,504,952,301,17,E01026744,E01026688,265
E01026745,North Norfolk 011A,355,E12000006,East of England,E07000147,North Norfolk,E02005580,North Norfolk 011,E01026745,North Norfolk 011A,986021,322,1649,5,46.4,154,68,22,114.4,375,147,304,760,243,36,E01026745,E01026688,265
E01026746,North Norfolk 011B,356,E12000006,East of England,E07000147,North Norfolk,E02005580,North Norfolk 011,E01026746,North Norfolk 011B,4803408,323,1657,4.5,50.3,92,42,22,92.3,288,125,253,747,221,25,E01026746,E01026688,265
E01026747,North Norfolk 011C,357,E12000006,East of England,E07000147,North Norfolk,E02005580,North Norfolk 011,E01026747,North Norfolk 011C,713338,324,1329,6.3,48.5,170,70,15,118.5,315,112,226,628,232,43,E01026747,E01026688,265
E01026748,North Norfolk 011D,358,E12000006,East of England,E07000147,North Norfolk,E02005580,North Norfolk 011,E01026748,North Norfolk 011D,1773689,325,1430,4.1,41.1,68,59,20,100.1,313,123,313,667,189,23,E01026748,E01026688,265
E01026749,North Norfolk 011E,359,E12000006,East of England,E07000147,North Norfolk,E02005580,North Norfolk 011,E01026749,North Norfolk 011E,759435,326,1552,6.8,44.4,163,92,19,136.4,382,141,250,682,262,59,E01026749,E01026688,265
E01026750,North Norfolk 007B,337,E12000006,East of England,E07000147,North Norfolk,E02005576,North Norfolk 007,E01026750,North Norfolk 007B,944037,327,1363,4.7,39.4,144,97,22,136.4,389,120,289,639,217,30,E01026750,E01026688,265
E01026751,North Norfolk 007C,338,E12000006,East of England,E07000147,North Norfolk,E02005576,North Norfolk 007,E01026751,North Norfolk 007C,1894055,328,1395,3.3,35.5,104,72,28,107.5,398,159,329,674,242,35,E01026751,E01026688,265
E01026752,North Norfolk 007D,339,E12000006,East of England,E07000147,North Norfolk,E02005576,North Norfolk 007,E01026752,North Norfolk 007D,15115067,329,1433,3.2,44.4,61,76,28,120.4,367,81,234,625,170,19,E01026752,E01026688,265
E01026753,North Norfolk 010A,346,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026753,North Norfolk 010A,447309,330,1575,6.9,44.6,244,105,31,149.6,446,144,278,732,272,57,E01026753,E01026688,265
E01026754,North Norfolk 010B,347,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026754,North Norfolk 010B,1207533,331,1413,5.4,51.3,88,57,16,108.3,262,84,172,616,173,57,E01026754,E01026688,265
E01026755,North Norfolk 010C,348,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026755,North Norfolk 010C,3364380,332,1215,2.4,34,65,66,21,100,372,111,310,555,151,6,E01026755,E01026688,265
E01026756,North Norfolk 010D,349,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026756,North Norfolk 010D,327415,333,1233,7.9,46.2,133,52,16,98.2,254,80,172,529,166,59,E01026756,E01026688,265
E01026757,North Norfolk 010E,350,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026757,North Norfolk 010E,1564250,334,1583,5.5,49.5,78,52,23,101.5,305,84,203,677,180,38,E01026757,E01026688,265
E01026758,North Norfolk 010F,351,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026758,North Norfolk 010F,306270,335,1374,4.9,50.2,116,56,9,106.2,291,94,215,648,211,28,E01026758,E01026688,265
E01026759,North Norfolk 010G,352,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026759,North Norfolk 010G,5698116,336,1339,5.3,40.2,112,76,19,116.2,360,107,232,551,166,40,E01026759,E01026688,265
E01026760,North Norfolk 010H,353,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026760,North Norfolk 010H,1695960,337,1334,3.6,45.4,141,73,25,118.4,350,114,219,584,210,26,E01026760,E01026688,265
E01026761,North Norfolk 010I,354,E12000006,East of England,E07000147,North Norfolk,E02005579,North Norfolk 010,E01026761,North Norfolk 010I,2661026,338,1568,4.3,44.8,151,79,18,123.8,363,127,283,705,213,36,E01026761,E01026688,265
E01026762,North Norfolk 005A,329,E12000006,East of England,E07000147,North Norfolk,E02005574,North Norfolk 005,E01026762,North Norfolk 005A,16565209,339,2401,3.3,41.6,134,116,24,157.6,574,173,467,1054,280,32,E01026762,E01026688,265
E01026763,North Norfolk 002B,317,E12000006,East of England,E07000147,North Norfolk,E02005571,North Norfolk 002,E01026763,North Norfolk 002B,52972689,340,1383,5.8,41.5,128,60,46,101.5,334,124,261,628,206,47,E01026763,E01026688,265
E01026764,North Norfolk 002C,318,E12000006,East of England,E07000147,North Norfolk,E02005571,North Norfolk 002,E01026764,North Norfolk 002C,5904914,341,1195,1.8,39.3,129,58,14,97.3,284,181,328,648,293,19,E01026764,E01026688,265
E01026765,North Norfolk 002D,319,E12000006,East of England,E07000147,North Norfolk,E02005571,North Norfolk 002,E01026765,North Norfolk 002D,46861594,342,1330,3.9,41.9,70,57,16,98.9,282,99,276,618,177,20,E01026765,E01026688,265
E01026766,North Norfolk 005B,330,E12000006,East of England,E07000147,North Norfolk,E02005574,North Norfolk 005,E01026766,North Norfolk 005B,27877588,343,2231,3.5,47.6,86,93,42,140.6,488,123,345,975,231,35,E01026766,E01026688,265
E01026767,North Norfolk 012B,361,E12000006,East of England,E07000147,North Norfolk,E02005581,North Norfolk 012,E01026767,North Norfolk 012B,16342338,344,1253,4.1,48.2,42,52,11,100.2,233,68,187,528,119,11,E01026767,E01026688,265
E01026768,North Norfolk 012C,362,E12000006,East of England,E07000147,North Norfolk,E02005581,North Norfolk 012,E01026768,North Norfolk 012C,11636340,345,1681,6.5,68.9,21,66,21,134.9,262,26,77,508,101,43,E01026768,E01026688,265
E01026769,North Norfolk 014B,370,E12000006,East of England,E07000147,North Norfolk,E02005583,North Norfolk 014,E01026769,North Norfolk 014B,29612092,346,2130,3.2,40,113,98,30,138,462,181,444,982,268,27,E01026769,E01026688,265
E01026770,North Norfolk 001A,312,E12000006,East of England,E07000147,North Norfolk,E02005570,North Norfolk 001,E01026770,North Norfolk 001A,1365030,347,1987,3.4,40.8,344,120,30,160.8,623,297,462,1003,497,28,E01026770,E01026688,265
E01026771,North Norfolk 001B,313,E12000006,East of England,E07000147,North Norfolk,E02005570,North Norfolk 001,E01026771,North Norfolk 001B,733128,348,1596,4.3,40.2,192,75,41,115.2,389,177,339,748,254,35,E01026771,E01026688,265
E01026772,North Norfolk 001C,314,E12000006,East of England,E07000147,North Norfolk,E02005570,North Norfolk 001,E01026772,North Norfolk 001C,998963,349,1722,3.5,33.4,98,60,20,93.4,370,150,427,786,202,30,E01026772,E01026688,265
E01026773,North Norfolk 001D,315,E12000006,East of England,E07000147,North Norfolk,E02005570,North Norfolk 001,E01026773,North Norfolk 001D,903649,350,2062,4.3,37.5,191,91,24,128.5,543,176,472,950,259,41,E01026773,E01026688,265
E01026774,North Norfolk 013A,365,E12000006,East of England,E07000147,North Norfolk,E02005582,North Norfolk 013,E01026774,North Norfolk 013A,7951903,351,1451,3.4,48.6,64,69,18,117.6,271,81,218,640,159,32,E01026774,E01026688,265
E01026775,North Norfolk 013B,366,E12000006,East of England,E07000147,North Norfolk,E02005582,North Norfolk 013,E01026775,North Norfolk 013B,793257,352,1273,5.5,44.4,145,100,17,144.4,339,121,216,575,198,41,E01026775,E01026688,265
E01026776,North Norfolk 013C,367,E12000006,East of England,E07000147,North Norfolk,E02005582,North Norfolk 013,E01026776,North Norfolk 013C,4892478,353,1588,4.8,47.2,155,85,18,132.2,346,138,296,776,305,36,E01026776,E01026688,265
E01026777,North Norfolk 003D,323,E12000006,East of England,E07000147,North Norfolk,E02005572,North Norfolk 003,E01026777,North Norfolk 003D,601520,354,1123,3.7,42.4,96,55,16,97.4,273,103,261,532,155,18,E01026777,E01026688,265
E01026778,North Norfolk 003E,324,E12000006,East of England,E07000147,North Norfolk,E02005572,North Norfolk 003,E01026778,North Norfolk 003E,1269560,355,1441,2.6,30.3,211,114,40,144.3,519,215,421,726,308,18,E01026778,E01026688,265
E01026779,North Norfolk 003F,325,E12000006,East of England,E07000147,North Norfolk,E02005572,North Norfolk 003,E01026779,North Norfolk 003F,230513,356,1471,7.6,49.4,154,82,23,131.4,314,65,155,568,145,51,E01026779,E01026688,265
E01026780,North Norfolk 009A,343,E12000006,East of England,E07000147,North Norfolk,E02005578,North Norfolk 009,E01026780,North Norfolk 009A,58611942,357,2521,5.7,50.9,93,96,21,146.9,468,146,338,1123,321,48,E01026780,E01026688,265
E01026781,North Norfolk 005C,331,E12000006,East of England,E07000147,North Norfolk,E02005574,North Norfolk 005,E01026781,North Norfolk 005C,12299154,358,2125,2.9,41.9,135,88,15,129.9,501,180,458,984,293,23,E01026781,E01026688,265
E01026782,North Norfolk 009B,344,E12000006,East of England,E07000147,North Norfolk,E02005578,North Norfolk 009,E01026782,North Norfolk 009B,65678238,359,2167,3.5,45.4,137,95,21,140.4,490,181,396,1008,326,37,E01026782,E01026688,265
E01026783,North Norfolk 014C,371,E12000006,East of England,E07000147,North Norfolk,E02005583,North Norfolk 014,E01026783,North Norfolk 014C,15347742,360,1801,2.4,39.3,89,100,27,139.3,496,145,380,836,242,15,E01026783,E01026688,265
E01026784,North Norfolk 014D,372,E12000006,East of England,E07000147,North Norfolk,E02005583,North Norfolk 014,E01026784,North Norfolk 014D,16882612,361,1045,3.7,42.7,76,49,16,91.7,239,90,193,464,138,29,E01026784,E01026688,265
E01026785,North Norfolk 014E,373,E12000006,East of England,E07000147,North Norfolk,E02005583,North Norfolk 014,E01026785,North Norfolk 014E,17467224,362,1351,3.7,40.4,69,82,19,122.4,349,90,274,607,157,12,E01026785,E01026688,265
E01026786,North Norfolk 013D,368,E12000006,East of England,E07000147,North Norfolk,E02005582,North Norfolk 013,E01026786,North Norfolk 013D,46632196,363,2190,4,46.9,67,105,47,151.9,473,120,340,957,241,38,E01026786,E01026688,265
E01026787,North Norfolk 009C,345,E12000006,East of England,E07000147,North Norfolk,E02005578,North Norfolk 009,E01026787,North Norfolk 009C,16717807,364,1040,4.8,47.5,43,37,16,84.5,201,61,146,442,116,25,E01026787,E01026688,265
E01026788,North Norfolk 008C,342,E12000006,East of England,E07000147,North Norfolk,E02005577,North Norfolk 008,E01026788,North Norfolk 008C,29695849,365,1265,4.9,43.5,44,45,17,88.5,222,77,229,569,141,27,E01026788,E01026688,265
E01026789,North Norfolk 012D,363,E12000006,East of England,E07000147,North Norfolk,E02005581,North Norfolk 012,E01026789,North Norfolk 012D,22974578,366,1223,4.3,51.2,29,38,7,89.2,212,45,140,495,102,15,E01026789,E01026688,265
E01026790,North Norfolk 012E,364,E12000006,East of England,E07000147,North Norfolk,E02005581,North Norfolk 012,E01026790,North Norfolk 012E,16201182,367,1161,5.7,48.5,42,44,8,92.5,229,56,155,479,105,25,E01026790,E01026688,265
E01026791,Norwich 005A,400,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01026791,Norwich 005A,205149,368,1475,7.8,57.8,260,63,23,120.8,300,71,106,661,262,82,E01026791,E01026688,265
E01026792,Norwich 005B,401,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01026792,Norwich 005B,356110,369,1445,8.4,53.8,160,56,24,109.8,282,80,163,627,180,47,E01026792,E01026688,265
E01026793,Norwich 005C,402,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01026793,Norwich 005C,292194,370,1817,10.8,50.3,194,89,37,139.3,346,46,130,625,102,84,E01026793,E01026688,265
E01026794,Norwich 005D,403,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01026794,Norwich 005D,756144,371,2065,7.7,60,160,103,51,163,380,56,132,844,210,60,E01026794,E01026688,265
E01026796,Norwich 005F,404,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01026796,Norwich 005F,372798,372,1643,6.2,56.5,240,75,15,131.5,335,88,176,650,196,61,E01026796,E01026688,265
E01026797,Norwich 001A,374,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026797,Norwich 001A,3636730,373,2402,9.3,65.7,216,76,23,141.7,299,73,136,1070,341,72,E01026797,E01026688,265
E01026798,Norwich 001B,375,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026798,Norwich 001B,225705,374,1533,8.3,54.4,230,92,19,146.4,298,68,128,670,250,74,E01026798,E01026688,265
E01026799,Norwich 001C,376,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026799,Norwich 001C,240797,375,1459,8.6,59.3,161,62,18,121.3,251,42,107,626,181,60,E01026799,E01026688,265
E01026800,Norwich 001D,377,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026800,Norwich 001D,357727,376,1991,9.8,59,350,108,26,167,379,93,146,901,364,104,E01026800,E01026688,265
E01026801,Norwich 001E,378,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026801,Norwich 001E,364342,377,1606,4.9,49.9,111,59,13,108.9,309,94,239,684,180,30,E01026801,E01026688,265
E01026802,Norwich 001F,379,E12000006,East of England,E07000148,Norwich,E02005584,Norwich 001,E01026802,Norwich 001F,846447,378,1605,7.2,57.4,238,70,24,127.4,313,88,175,785,329,57,E01026802,E01026688,265
E01026803,Norwich 004A,393,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026803,Norwich 004A,232609,379,1438,7.5,44.8,214,91,29,135.8,392,113,248,638,212,59,E01026803,E01026688,265
E01026804,Norwich 004B,394,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026804,Norwich 004B,585140,380,1429,5.2,46,160,64,12,110,307,111,243,633,187,43,E01026804,E01026688,265
E01026805,Norwich 004C,395,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026805,Norwich 004C,318752,381,1421,6.8,45.2,199,80,25,125.2,347,120,245,639,207,67,E01026805,E01026688,265
E01026806,Norwich 004D,396,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026806,Norwich 004D,459570,382,1503,3.3,59.1,87,84,17,143.1,335,67,179,508,131,21,E01026806,E01026688,265
E01026807,Norwich 004E,397,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026807,Norwich 004E,223858,383,1252,8.1,54.7,127,41,10,95.7,198,69,114,523,152,41,E01026807,E01026688,265
E01026808,Norwich 004F,398,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026808,Norwich 004F,217183,384,1320,9.7,50.6,181,71,24,121.6,275,68,113,516,154,85,E01026808,E01026688,265
E01026809,Norwich 004G,399,E12000006,East of England,E07000148,Norwich,E02005587,Norwich 004,E01026809,Norwich 004G,262448,385,1492,8.2,50.6,309,110,18,160.6,415,120,248,762,335,59,E01026809,E01026688,265
E01026810,Norwich 012A,438,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026810,Norwich 012A,1234388,386,1389,3.8,44.3,142,56,14,100.3,303,127,271,635,205,23,E01026810,E01026688,265
E01026811,Norwich 012B,439,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026811,Norwich 012B,979245,387,1544,3.6,41.9,102,54,19,95.9,319,170,342,723,243,10,E01026811,E01026688,265
E01026812,Norwich 012C,440,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026812,Norwich 012C,940186,388,1425,4.8,49.4,54,33,9,82.4,223,81,202,639,178,17,E01026812,E01026688,265
E01026813,Norwich 012D,441,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026813,Norwich 012D,917451,389,1426,3.8,40.6,68,44,5,84.6,265,125,303,635,172,11,E01026813,E01026688,265
E01026814,Norwich 012E,442,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026814,Norwich 012E,424915,390,1522,5.2,50,186,70,21,120,352,116,235,653,203,37,E01026814,E01026688,265
E01026815,Norwich 012F,443,E12000006,East of England,E07000148,Norwich,E02005595,Norwich 012,E01026815,Norwich 012F,457545,391,1475,4.5,53.8,110,48,3,101.8,221,92,181,648,206,31,E01026815,E01026688,265
E01026816,Norwich 013A,444,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026816,Norwich 013A,282298,392,1741,5.4,62.8,339,58,20,120.8,347,134,193,934,446,57,E01026816,E01026688,265
E01026817,Norwich 013B,445,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026817,Norwich 013B,618089,393,1415,6.6,47.1,251,76,19,123.1,324,180,270,706,297,47,E01026817,E01026688,265
E01026818,Norwich 013C,446,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026818,Norwich 013C,651230,394,1462,6.6,52.6,199,77,21,129.6,305,69,146,626,173,76,E01026818,E01026688,265
E01026819,Norwich 013D,447,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026819,Norwich 013D,206206,395,1439,7.2,55,267,82,27,137,304,54,115,625,214,87,E01026819,E01026688,265
E01026820,Norwich 013E,448,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026820,Norwich 013E,453940,396,1727,8.1,47.5,270,95,28,142.5,426,167,266,755,272,73,E01026820,E01026688,265
E01026821,Norwich 013F,449,E12000006,East of England,E07000148,Norwich,E02005596,Norwich 013,E01026821,Norwich 013F,980875,397,1542,6.6,46.8,255,95,23,141.8,397,134,255,712,254,57,E01026821,E01026688,265
E01026822,Norwich 007A,414,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026822,Norwich 007A,756992,398,2031,4,65.6,675,112,32,177.6,459,219,305,1228,694,53,E01026822,E01026688,265
E01026823,Norwich 007B,415,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026823,Norwich 007B,483144,399,1906,2.6,72.5,512,97,34,169.5,343,116,177,1099,597,37,E01026823,E01026688,265
E01026824,Norwich 007C,416,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026824,Norwich 007C,234118,400,1471,6.3,62.5,461,127,20,189.5,388,146,203,868,476,47,E01026824,E01026688,265
E01026825,Norwich 007D,417,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026825,Norwich 007D,241875,401,1276,5,70,272,72,27,142,275,78,116,718,359,37,E01026825,E01026688,265
E01026826,Norwich 007E,418,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026826,Norwich 007E,341348,402,1456,5.5,61.9,532,106,33,167.9,420,174,211,864,515,56,E01026826,E01026688,265
E01026827,Norwich 007F,419,E12000006,East of England,E07000148,Norwich,E02005590,Norwich 007,E01026827,Norwich 007F,326255,403,1501,6.5,51.8,495,165,37,216.8,501,225,301,931,547,71,E01026827,E01026688,265
E01026828,Norwich 002A,380,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026828,Norwich 002A,1200722,404,1744,10.1,52,195,88,19,140,337,59,136,664,162,90,E01026828,E01026688,265
E01026829,Norwich 002B,381,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026829,Norwich 002B,377959,405,2093,9.4,60.6,285,74,22,134.6,347,63,121,857,266,91,E01026829,E01026688,265
E01026830,Norwich 002C,382,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026830,Norwich 002C,292184,406,1276,6.5,55.6,281,95,12,150.6,298,112,193,682,312,62,E01026830,E01026688,265
E01026831,Norwich 002D,383,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026831,Norwich 002D,157645,407,1242,5.5,72.8,174,28,6,100.8,129,33,58,632,257,29,E01026831,E01026688,265
E01026832,Norwich 002E,384,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026832,Norwich 002E,225840,408,1415,8.6,48.5,145,85,17,133.5,288,51,124,498,99,66,E01026832,E01026688,265
E01026833,Norwich 002F,385,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026833,Norwich 002F,239064,409,1382,9.8,55.3,337,86,20,141.3,316,95,149,696,321,78,E01026833,E01026688,265
E01026834,Norwich 002G,386,E12000006,East of England,E07000148,Norwich,E02005585,Norwich 002,E01026834,Norwich 002G,256822,410,1503,7.9,50.7,221,92,27,142.7,341,98,170,644,206,77,E01026834,E01026688,265
E01026835,Norwich 009A,420,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026835,Norwich 009A,185442,411,1502,5,66.2,174,39,16,105.2,184,51,88,643,236,48,E01026835,E01026688,265
E01026836,Norwich 009B,421,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026836,Norwich 009B,257355,412,1566,4.9,65.3,148,27,9,92.3,146,40,83,646,181,43,E01026836,E01026688,265
E01026837,Norwich 009C,422,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026837,Norwich 009C,224385,413,1471,4.9,64.8,254,39,9,103.8,190,89,138,735,338,22,E01026837,E01026688,265
E01026838,Norwich 009D,423,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026838,Norwich 009D,221194,414,1551,5.9,63.4,132,25,6,88.4,170,53,112,645,171,29,E01026838,E01026688,265
E01026839,Norwich 009E,424,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026839,Norwich 009E,115350,415,1596,4.2,76.3,220,15,6,91.3,112,31,55,668,204,31,E01026839,E01026688,265
E01026840,Norwich 009F,425,E12000006,East of England,E07000148,Norwich,E02005592,Norwich 009,E01026840,Norwich 009F,155228,416,1611,4.7,72.3,203,32,6,104.3,147,42,76,759,233,50,E01026840,E01026688,265
E01026841,Norwich 003A,387,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026841,Norwich 003A,128419,417,1453,7.2,71.8,234,34,15,105.8,183,39,72,726,272,40,E01026841,E01026688,265
E01026842,Norwich 003B,388,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026842,Norwich 003B,274316,418,1648,6.8,68,191,46,8,114,221,61,117,818,324,25,E01026842,E01026688,265
E01026843,Norwich 003C,389,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026843,Norwich 003C,357220,419,1905,7.3,56.7,292,94,37,150.7,398,113,192,902,338,76,E01026843,E01026688,265
E01026844,Norwich 003D,390,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026844,Norwich 003D,295187,420,1741,7.9,58.8,270,82,21,140.8,297,65,140,823,314,92,E01026844,E01026688,265
E01026845,Norwich 003E,391,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026845,Norwich 003E,140324,421,1561,7.2,74.8,212,26,11,100.8,155,36,68,786,286,49,E01026845,E01026688,265
E01026846,Norwich 003F,392,E12000006,East of England,E07000148,Norwich,E02005586,Norwich 003,E01026846,Norwich 003F,153097,422,1626,7.1,70.1,283,52,11,122.1,226,64,100,811,320,51,E01026846,E01026688,265
E01026848,Norwich 015A,454,E12000006,East of England,E07000148,Norwich,E02006908,Norwich 015,E01026848,Norwich 015A,399036,423,1856,7,56.9,504,133,44,189.9,491,182,258,1015,512,110,E01026848,E01026688,265
E01026849,Norwich 015B,455,E12000006,East of England,E07000148,Norwich,E02006908,Norwich 015,E01026849,Norwich 015B,551738,424,1738,4.8,68.4,221,42,9,110.4,253,66,130,913,409,23,E01026849,E01026688,265
E01026850,Norwich 015C,456,E12000006,East of England,E07000148,Norwich,E02006908,Norwich 015,E01026850,Norwich 015C,413291,425,1827,8.2,67.8,264,63,15,130.8,236,80,140,952,390,51,E01026850,E01026688,265
E01026852,Norwich 011A,431,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01026852,Norwich 011A,410967,426,1295,4.8,50.6,120,35,6,85.6,237,100,174,598,228,14,E01026852,E01026688,265
E01026853,Norwich 011B,432,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01026853,Norwich 011B,297767,427,1751,5.9,60.7,481,127,25,187.7,459,208,284,1011,534,58,E01026853,E01026688,265
E01026855,Norwich 011D,433,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01026855,Norwich 011D,307140,428,1568,4.4,66.1,239,49,10,115.1,215,102,162,773,332,27,E01026855,E01026688,265
E01026856,Norwich 011E,434,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01026856,Norwich 011E,156656,429,1821,3.4,74.5,289,40,8,114.5,185,59,96,847,306,46,E01026856,E01026688,265
E01026857,Norwich 011F,435,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01026857,Norwich 011F,504611,430,1515,2.5,53.3,220,54,24,107.3,278,192,293,751,327,28,E01026857,E01026688,265
E01026858,Norwich 010A,426,E12000006,East of England,E07000148,Norwich,E02005593,Norwich 010,E01026858,Norwich 010A,330657,431,1512,5.9,51.3,368,112,31,163.3,400,161,269,745,323,63,E01026858,E01026688,265
E01026859,Norwich 010B,427,E12000006,East of England,E07000148,Norwich,E02005593,Norwich 010,E01026859,Norwich 010B,272970,432,1659,8.9,53.3,179,67,18,120.3,286,76,153,640,154,86,E01026859,E01026688,265
E01026860,Norwich 010C,428,E12000006,East of England,E07000148,Norwich,E02005593,Norwich 010,E01026860,Norwich 010C,1556887,433,4313,1,46.3,154,56,15,102.3,305,85,175,470,152,19,E01026860,E01026688,265
E01026861,Norwich 010D,429,E12000006,East of England,E07000148,Norwich,E02005593,Norwich 010,E01026861,Norwich 010D,401271,434,1493,5.2,58.5,182,76,28,134.5,302,59,134,549,105,65,E01026861,E01026688,265
E01026862,Norwich 010E,430,E12000006,East of England,E07000148,Norwich,E02005593,Norwich 010,E01026862,Norwich 010E,290300,435,1302,4.5,50.8,147,47,18,97.8,251,86,160,497,122,39,E01026862,E01026688,265
E01026863,Norwich 006A,407,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026863,Norwich 006A,785671,436,1814,5.8,64.7,201,56,21,120.7,278,80,157,771,215,46,E01026863,E01026688,265
E01026864,Norwich 006B,408,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026864,Norwich 006B,1376391,437,1547,8.3,53.6,133,62,21,115.6,258,75,158,657,169,69,E01026864,E01026688,265
