LSOA11CD,LSOA11NM,OID,GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,LSOAAREA,LSOA_ID,ALL_RES_C,AGE_0_16C,AGE_65C,NO_CAR_C,BAD_HLTH_C,VB_HLTH_C,B_VB_C,LMTD_ACT,HRP65ONE,HRP65,ALL_HSE,ONEHSE,LON_DEP_C,LSOA11CD2,workLSOA,workLSOAID
E01026419,Breckland 010A,42,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01026419,Breckland 010A,26225212,1,1218,5.3,49,27,35,16,84,233,63,151,481,102,10,E01026419,E01026419,1
E01026420,Breckland 010B,43,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01026420,Breckland 010B,11144183,2,1132,3.9,47.2,32,37,14,84.2,203,47,152,470,95,21,E01026420,E01026419,1
E01026421,Breckland 013A,57,E12000006,East of England,E07000143,Breckland,E02005515,Breckland 013,E01026421,Breckland 013A,21794504,3,1730,4.9,45.3,64,70,8,115.3,346,116,270,738,204,36,E01026421,E01026419,1
E01026422,Breckland 011A,48,E12000006,East of England,E07000143,Breckland,E02005513,Breckland 011,E01026422,Breckland 011A,6467298,4,1946,4.1,41.4,133,94,29,135.4,472,168,427,911,266,26,E01026422,E01026419,1
E01026423,Breckland 011B,49,E12000006,East of England,E07000143,Breckland,E02005513,Breckland 011,E01026423,Breckland 011B,4286842,5,1814,6.6,52.4,137,68,20,120.4,320,82,171,751,205,60,E01026423,E01026419,1
E01026424,Breckland 012A,53,E12000006,East of England,E07000143,Breckland,E02005514,Breckland 012,E01026424,Breckland 012A,97619366,6,2078,5.2,46.7,79,98,27,144.7,413,134,309,884,220,31,E01026424,E01026419,1
E01026425,Breckland 005A,16,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026425,Breckland 005A,681418,7,1945,5.8,42.1,238,121,28,163.1,499,168,339,851,272,85,E01026425,E01026419,1
E01026426,Breckland 005B,17,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026426,Breckland 005B,1079099,8,2372,5.4,55.7,389,114,14,169.7,464,183,301,1179,488,88,E01026426,E01026419,1
E01026427,Breckland 005C,18,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026427,Breckland 005C,2351307,9,2198,6.1,44.2,176,80,19,124.2,449,138,366,939,237,49,E01026427,E01026419,1
E01026428,Breckland 003A,8,E12000006,East of England,E07000143,Breckland,E02005505,Breckland 003,E01026428,Breckland 003A,3739765,10,2758,6.7,50.5,172,93,30,143.5,487,104,273,1070,236,108,E01026428,E01026419,1
E01026429,Breckland 003B,9,E12000006,East of England,E07000143,Breckland,E02005505,Breckland 003,E01026429,Breckland 003B,304099,11,1495,5.2,48.7,212,71,21,119.7,335,141,244,701,252,34,E01026429,E01026419,1
E01026430,Breckland 003C,10,E12000006,East of England,E07000143,Breckland,E02005505,Breckland 003,E01026430,Breckland 003C,10522791,12,1793,5.7,42.1,98,69,14,111.1,415,103,266,692,150,28,E01026430,E01026419,1
E01026431,Breckland 003D,11,E12000006,East of England,E07000143,Breckland,E02005505,Breckland 003,E01026431,Breckland 003D,878899,13,1138,4.7,39,103,57,32,96,328,106,225,492,145,21,E01026431,E01026419,1
E01026432,Breckland 005D,19,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026432,Breckland 005D,480958,14,1470,5,46.1,85,65,21,111.1,297,96,241,633,160,25,E01026432,E01026419,1
E01026433,Breckland 005E,20,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026433,Breckland 005E,566456,15,1470,11.1,58.7,77,45,15,103.7,187,47,85,613,167,46,E01026433,E01026419,1
E01026434,Breckland 005F,21,E12000006,East of England,E07000143,Breckland,E02005507,Breckland 005,E01026434,Breckland 005F,907276,16,1970,5.1,49.1,141,78,24,127.1,376,140,326,915,255,55,E01026434,E01026419,1
E01026435,Breckland 013B,58,E12000006,East of England,E07000143,Breckland,E02005515,Breckland 013,E01026435,Breckland 013B,47609446,17,2242,5.3,49.7,73,72,24,121.7,370,82,227,866,193,37,E01026435,E01026419,1
E01026436,Breckland 001A,0,E12000006,East of England,E07000143,Breckland,E02005503,Breckland 001,E01026436,Breckland 001A,33176861,18,2261,5.5,47.4,74,95,30,142.4,438,138,329,968,242,40,E01026436,E01026419,1
E01026437,Breckland 008A,32,E12000006,East of England,E07000143,Breckland,E02005510,Breckland 008,E01026437,Breckland 008A,8511855,19,1180,4,40.4,58,66,15,106.4,271,88,247,540,138,16,E01026437,E01026419,1
E01026438,Breckland 008B,33,E12000006,East of England,E07000143,Breckland,E02005510,Breckland 008,E01026438,Breckland 008B,24543866,20,1027,4.6,44.9,30,37,17,81.9,195,51,157,432,93,23,E01026438,E01026419,1
E01026439,Breckland 014A,60,E12000006,East of England,E07000143,Breckland,E02005516,Breckland 014,E01026439,Breckland 014A,5906232,21,1533,4.4,48.4,66,54,16,102.4,284,89,254,692,178,26,E01026439,E01026419,1
E01026440,Breckland 014B,61,E12000006,East of England,E07000143,Breckland,E02005516,Breckland 014,E01026440,Breckland 014B,60090640,22,1191,5.2,52.8,37,26,6,78.8,138,37,102,463,101,24,E01026440,E01026419,1
E01026441,Breckland 014C,62,E12000006,East of England,E07000143,Breckland,E02005516,Breckland 014,E01026441,Breckland 014C,36716528,23,1578,4.2,42.8,81,86,26,128.8,368,99,260,651,165,29,E01026441,E01026419,1
E01026442,Breckland 002A,4,E12000006,East of England,E07000143,Breckland,E02005504,Breckland 002,E01026442,Breckland 002A,57860849,24,2163,5.6,43.6,70,105,35,148.6,484,150,368,922,230,33,E01026442,E01026419,1
E01026443,Breckland 002B,5,E12000006,East of England,E07000143,Breckland,E02005504,Breckland 002,E01026443,Breckland 002B,58242044,25,2112,5,46.7,64,85,29,131.7,407,106,278,834,192,35,E01026443,E01026419,1
E01026444,Breckland 012B,54,E12000006,East of England,E07000143,Breckland,E02005514,Breckland 012,E01026444,Breckland 012B,106887076,26,2013,4.4,48.5,56,95,21,143.5,419,110,275,894,236,40,E01026444,E01026419,1
E01026445,Breckland 002C,6,E12000006,East of England,E07000143,Breckland,E02005504,Breckland 002,E01026445,Breckland 002C,55479548,27,2220,5,44.7,103,121,26,165.7,525,147,396,1001,257,47,E01026445,E01026419,1
E01026446,Breckland 004A,12,E12000006,East of England,E07000143,Breckland,E02005506,Breckland 004,E01026446,Breckland 004A,15484693,28,1923,3.4,39.8,111,103,32,142.8,536,177,434,877,246,21,E01026446,E01026419,1
E01026447,Breckland 011C,50,E12000006,East of England,E07000143,Breckland,E02005513,Breckland 011,E01026447,Breckland 011C,812721,29,1511,5.2,52.3,232,95,27,147.3,384,136,214,716,271,65,E01026447,E01026419,1
E01026448,Breckland 013C,59,E12000006,East of England,E07000143,Breckland,E02005515,Breckland 013,E01026448,Breckland 013C,9393225,30,2251,6.1,52.2,53,45,8,97.2,291,80,225,867,157,52,E01026448,E01026419,1
E01026449,Breckland 011D,51,E12000006,East of England,E07000143,Breckland,E02005513,Breckland 011,E01026449,Breckland 011D,9327923,31,1959,6.6,53.2,147,72,19,125.2,316,101,202,793,200,53,E01026449,E01026419,1
E01026450,Breckland 011E,52,E12000006,East of England,E07000143,Breckland,E02005513,Breckland 011,E01026450,Breckland 011E,481607,32,1779,5.6,49.3,72,61,14,110.3,325,89,217,722,187,31,E01026450,E01026419,1
E01026451,Breckland 008C,34,E12000006,East of England,E07000143,Breckland,E02005510,Breckland 008,E01026451,Breckland 008C,18687606,33,2057,4.3,42.9,120,103,25,145.9,421,137,347,891,231,40,E01026451,E01026419,1
E01026452,Breckland 004B,13,E12000006,East of England,E07000143,Breckland,E02005506,Breckland 004,E01026452,Breckland 004B,11597945,34,1672,4.2,44.6,87,69,10,113.6,343,99,257,711,177,27,E01026452,E01026419,1
E01026453,Breckland 004C,14,E12000006,East of England,E07000143,Breckland,E02005506,Breckland 004,E01026453,Breckland 004C,35364290,35,1586,4,47.6,50,111,24,158.6,339,86,203,628,142,20,E01026453,E01026419,1
E01026454,Breckland 004D,15,E12000006,East of England,E07000143,Breckland,E02005506,Breckland 004,E01026454,Breckland 004D,495839,36,1668,7.1,58.6,43,42,8,100.6,196,30,88,627,107,42,E01026454,E01026419,1
E01026455,Breckland 007A,27,E12000006,East of England,E07000143,Breckland,E02005509,Breckland 007,E01026455,Breckland 007A,23137551,37,1901,5.7,43.4,247,130,42,173.4,509,169,328,825,274,65,E01026455,E01026419,1
E01026456,Breckland 007B,28,E12000006,East of England,E07000143,Breckland,E02005509,Breckland 007,E01026456,Breckland 007B,4083329,38,1169,3.8,44.6,70,58,26,102.6,292,88,209,493,134,24,E01026456,E01026419,1
E01026457,Breckland 007C,29,E12000006,East of England,E07000143,Breckland,E02005509,Breckland 007,E01026457,Breckland 007C,844776,39,1272,2.3,34.7,111,80,20,114.7,387,137,336,605,171,6,E01026457,E01026419,1
E01026458,Breckland 007D,30,E12000006,East of England,E07000143,Breckland,E02005509,Breckland 007,E01026458,Breckland 007D,412334,40,1498,6.7,47.8,155,76,24,123.8,324,121,234,673,211,60,E01026458,E01026419,1
E01026459,Breckland 007E,31,E12000006,East of England,E07000143,Breckland,E02005509,Breckland 007,E01026459,Breckland 007E,1093408,41,1418,5.4,42.1,189,97,24,139.1,433,145,308,662,223,29,E01026459,E01026419,1
E01026461,Breckland 001C,1,E12000006,East of England,E07000143,Breckland,E02005503,Breckland 001,E01026461,Breckland 001C,15549778,42,1336,3,44.1,45,79,17,123.1,308,93,236,573,137,16,E01026461,E01026419,1
E01026462,Breckland 002D,7,E12000006,East of England,E07000143,Breckland,E02005504,Breckland 002,E01026462,Breckland 002D,27584036,43,2240,3.7,45.1,62,74,30,119.1,484,113,339,937,198,40,E01026462,E01026419,1
E01026464,Breckland 010D,44,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01026464,Breckland 010D,24548024,44,1266,4.6,46.2,17,41,13,87.2,235,37,160,499,84,20,E01026464,E01026419,1
E01026465,Breckland 015A,64,E12000006,East of England,E07000143,Breckland,E02005517,Breckland 015,E01026465,Breckland 015A,404989,45,1796,7.5,52.1,252,94,27,146.1,340,110,223,771,245,63,E01026465,E01026419,1
E01026466,Breckland 015B,65,E12000006,East of England,E07000143,Breckland,E02005517,Breckland 015,E01026466,Breckland 015B,1440846,46,1914,7.9,58.1,169,76,20,134.1,286,70,136,719,179,56,E01026466,E01026419,1
E01026467,Breckland 015C,66,E12000006,East of England,E07000143,Breckland,E02005517,Breckland 015,E01026467,Breckland 015C,6720897,47,2200,11,51,326,126,33,177,354,41,95,765,155,158,E01026467,E01026419,1
E01026468,Breckland 016A,67,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026468,Breckland 016A,880632,48,2373,4.5,54,282,164,42,218,529,158,320,1042,335,50,E01026468,E01026419,1
E01026469,Breckland 016B,68,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026469,Breckland 016B,359639,49,1584,6.1,52.4,135,49,11,101.4,244,96,208,665,178,25,E01026469,E01026419,1
E01026470,Breckland 016C,69,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026470,Breckland 016C,685733,50,2758,8.8,62.1,107,49,16,111.1,234,47,134,1062,182,56,E01026470,E01026419,1
E01026471,Breckland 016D,70,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026471,Breckland 016D,249696,51,1240,7.7,60.3,57,26,7,86.3,139,28,85,507,127,27,E01026471,E01026419,1
E01026472,Breckland 016E,71,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026472,Breckland 016E,308571,52,1206,5.7,55.7,46,36,2,91.7,170,32,115,489,84,22,E01026472,E01026419,1
E01026473,Breckland 016F,72,E12000006,East of England,E07000143,Breckland,E02005518,Breckland 016,E01026473,Breckland 016F,243104,53,1474,7.4,54.7,48,39,8,93.7,186,37,116,564,96,38,E01026473,E01026419,1
E01026474,Breckland 017A,73,E12000006,East of England,E07000143,Breckland,E02005519,Breckland 017,E01026474,Breckland 017A,7702429,54,1691,7.9,52.4,172,62,18,114.4,290,75,182,673,150,58,E01026474,E01026419,1
E01026475,Breckland 017B,74,E12000006,East of England,E07000143,Breckland,E02005519,Breckland 017,E01026475,Breckland 017B,712023,55,1471,6.6,51.1,131,59,12,110.1,254,83,180,628,163,47,E01026475,E01026419,1
E01026476,Breckland 017C,75,E12000006,East of England,E07000143,Breckland,E02005519,Breckland 017,E01026476,Breckland 017C,224861,56,1485,7.3,54.6,164,65,21,119.6,262,50,124,566,122,65,E01026476,E01026419,1
E01026477,Breckland 017D,76,E12000006,East of England,E07000143,Breckland,E02005519,Breckland 017,E01026477,Breckland 017D,608558,57,1447,7.4,51.2,190,79,28,130.2,311,86,164,579,146,73,E01026477,E01026419,1
E01026478,Breckland 017E,77,E12000006,East of England,E07000143,Breckland,E02005519,Breckland 017,E01026478,Breckland 017E,9006300,58,1701,9.4,50.8,228,113,28,163.8,348,87,168,641,159,89,E01026478,E01026419,1
E01026479,Breckland 006A,22,E12000006,East of England,E07000143,Breckland,E02005508,Breckland 006,E01026479,Breckland 006A,18913226,59,1489,4.8,45.3,94,59,15,104.3,305,99,232,640,177,20,E01026479,E01026419,1
E01026480,Breckland 006B,23,E12000006,East of England,E07000143,Breckland,E02005508,Breckland 006,E01026480,Breckland 006B,2391277,60,1463,3.9,46.8,54,53,14,99.8,286,100,247,658,185,24,E01026480,E01026419,1
E01026481,Breckland 006C,24,E12000006,East of England,E07000143,Breckland,E02005508,Breckland 006,E01026481,Breckland 006C,16571827,61,1228,6.2,49.2,38,57,12,106.2,245,45,140,481,104,21,E01026481,E01026419,1
E01026483,Breckland 001E,2,E12000006,East of England,E07000143,Breckland,E02005503,Breckland 001,E01026483,Breckland 001E,31696095,62,1142,4.6,48,49,46,22,94,259,76,174,491,134,16,E01026483,E01026419,1
E01026484,Breckland 006D,25,E12000006,East of England,E07000143,Breckland,E02005508,Breckland 006,E01026484,Breckland 006D,25147599,63,1371,5,45.9,45,47,14,92.9,241,84,206,583,157,8,E01026484,E01026419,1
E01026485,Breckland 006E,26,E12000006,East of England,E07000143,Breckland,E02005508,Breckland 006,E01026485,Breckland 006E,33987062,64,1089,4.8,48.2,17,28,16,76.2,198,44,150,452,96,15,E01026485,E01026419,1
E01026486,Breckland 009A,37,E12000006,East of England,E07000143,Breckland,E02005511,Breckland 009,E01026486,Breckland 009A,1943309,65,1532,5,39.6,121,80,14,119.6,397,119,332,705,197,42,E01026486,E01026419,1
E01026487,Breckland 009B,38,E12000006,East of England,E07000143,Breckland,E02005511,Breckland 009,E01026487,Breckland 009B,1396772,66,1589,8.4,53,70,33,17,86,232,54,137,618,116,52,E01026487,E01026419,1
E01026488,Breckland 009C,39,E12000006,East of England,E07000143,Breckland,E02005511,Breckland 009,E01026488,Breckland 009C,392919,67,1169,5,48.3,221,82,24,130.3,366,125,195,548,257,26,E01026488,E01026419,1
E01026489,Breckland 009D,40,E12000006,East of England,E07000143,Breckland,E02005511,Breckland 009,E01026489,Breckland 009D,1087081,68,1344,3.7,39.1,105,71,16,110.1,358,137,328,625,191,24,E01026489,E01026419,1
E01026490,Breckland 009E,41,E12000006,East of England,E07000143,Breckland,E02005511,Breckland 009,E01026490,Breckland 009E,2379622,69,1568,3.9,40,136,68,22,108,405,150,355,730,213,25,E01026490,E01026419,1
E01026491,Breckland 010E,45,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01026491,Breckland 010E,85541653,70,2148,4.3,50.6,53,69,15,119.6,354,103,277,907,217,17,E01026491,E01026419,1
E01026492,Breckland 012C,55,E12000006,East of England,E07000143,Breckland,E02005514,Breckland 012,E01026492,Breckland 012C,5363351,71,1291,6.6,50,69,66,9,116,257,68,177,563,148,22,E01026492,E01026419,1
E01026493,Breckland 012D,56,E12000006,East of England,E07000143,Breckland,E02005514,Breckland 012,E01026493,Breckland 012D,63477228,72,1172,3.4,46.2,42,61,16,107.2,230,58,187,499,125,28,E01026493,E01026419,1
E01026494,Breckland 014D,63,E12000006,East of England,E07000143,Breckland,E02005516,Breckland 014,E01026494,Breckland 014D,35550685,73,2208,4,47.2,70,80,12,127.2,384,104,296,936,218,42,E01026494,E01026419,1
E01026495,Breckland 008D,35,E12000006,East of England,E07000143,Breckland,E02005510,Breckland 008,E01026495,Breckland 008D,13103137,74,1287,5.1,43.3,72,66,29,109.3,295,102,236,572,155,19,E01026495,E01026419,1
E01026496,Breckland 008E,36,E12000006,East of England,E07000143,Breckland,E02005510,Breckland 008,E01026496,Breckland 008E,20001248,75,1090,4.4,38.6,56,53,14,91.6,268,101,246,496,150,9,E01026496,E01026419,1
E01026497,Broadland 018A,158,E12000006,East of England,E07000144,Broadland,E02005537,Broadland 018,E01026497,Broadland 018A,2793718,76,1467,5.1,45.3,107,41,15,86.3,276,117,251,679,211,27,E01026497,E01026419,1
E01026498,Broadland 018B,159,E12000006,East of England,E07000144,Broadland,E02005537,Broadland 018,E01026498,Broadland 018B,6668275,77,1357,4.1,41.8,134,68,11,109.8,331,153,266,606,216,38,E01026498,E01026419,1
E01026499,Broadland 001A,78,E12000006,East of England,E07000144,Broadland,E02005520,Broadland 001,E01026499,Broadland 001A,605891,78,1520,4.4,42.6,211,86,27,128.6,408,198,319,764,329,51,E01026499,E01026419,1
E01026500,Broadland 001B,79,E12000006,East of England,E07000144,Broadland,E02005520,Broadland 001,E01026500,Broadland 001B,722615,79,1701,4.2,44.3,91,53,19,97.3,324,114,277,736,188,25,E01026500,E01026419,1
E01026501,Broadland 001C,80,E12000006,East of England,E07000144,Broadland,E02005520,Broadland 001,E01026501,Broadland 001C,21372996,80,1607,3.2,46.7,69,73,24,119.7,377,95,248,680,181,27,E01026501,E01026419,1
E01026502,Broadland 001D,81,E12000006,East of England,E07000144,Broadland,E02005520,Broadland 001,E01026502,Broadland 001D,25047553,81,1161,4.6,44.1,49,32,8,76.1,213,68,179,518,143,25,E01026502,E01026419,1
E01026503,Broadland 001E,82,E12000006,East of England,E07000144,Broadland,E02005520,Broadland 001,E01026503,Broadland 001E,3068352,82,1389,4,41.9,87,42,11,83.9,262,123,287,649,191,22,E01026503,E01026419,1
E01026504,Broadland 014A,139,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026504,Broadland 014A,34962188,83,1532,5,47.2,32,63,9,110.2,263,67,205,627,127,18,E01026504,E01026419,1
E01026505,Broadland 014B,140,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026505,Broadland 014B,12439470,84,1372,4.2,45.6,86,71,18,116.6,318,103,239,605,171,23,E01026505,E01026419,1
E01026506,Broadland 014C,141,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026506,Broadland 014C,3504880,85,1367,4,42.8,40,47,13,89.8,254,83,244,590,136,20,E01026506,E01026419,1
E01026507,Broadland 014D,142,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026507,Broadland 014D,936892,86,1323,5.4,48.8,45,28,8,76.8,208,88,196,568,148,26,E01026507,E01026419,1
E01026508,Broadland 017A,154,E12000006,East of England,E07000144,Broadland,E02005536,Broadland 017,E01026508,Broadland 017A,475244,87,1438,4.7,46.6,91,52,15,98.6,288,112,232,641,183,36,E01026508,E01026419,1
E01026509,Broadland 017B,155,E12000006,East of England,E07000144,Broadland,E02005536,Broadland 017,E01026509,Broadland 017B,9556877,88,1593,3.4,49.5,44,57,6,106.5,281,91,234,684,169,17,E01026509,E01026419,1
E01026510,Broadland 017C,156,E12000006,East of England,E07000144,Broadland,E02005536,Broadland 017,E01026510,Broadland 017C,5462614,89,1618,3,44.9,74,81,36,125.9,342,106,260,700,193,22,E01026510,E01026419,1
E01026511,Broadland 017D,157,E12000006,East of England,E07000144,Broadland,E02005536,Broadland 017,E01026511,Broadland 017D,21788700,90,1141,4.6,51.9,43,37,10,88.9,190,48,125,467,89,29,E01026511,E01026419,1
E01026512,Broadland 014E,143,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026512,Broadland 014E,8348880,91,1297,3.9,49.8,61,67,15,116.8,250,83,173,553,146,29,E01026512,E01026419,1
E01026513,Broadland 014F,144,E12000006,East of England,E07000144,Broadland,E02005533,Broadland 014,E01026513,Broadland 014F,1045012,92,1346,5.7,48.5,70,42,4,90.5,237,76,181,578,148,34,E01026513,E01026419,1
E01026514,Broadland 003A,89,E12000006,East of England,E07000144,Broadland,E02005522,Broadland 003,E01026514,Broadland 003A,10931878,93,1533,4.6,50.2,53,41,13,91.2,275,62,172,630,139,35,E01026514,E01026419,1
E01026515,Broadland 003B,90,E12000006,East of England,E07000144,Broadland,E02005522,Broadland 003,E01026515,Broadland 003B,8912434,94,1082,5.9,50.3,35,44,9,94.3,197,65,154,451,105,11,E01026515,E01026419,1
E01026516,Broadland 003C,91,E12000006,East of England,E07000144,Broadland,E02005522,Broadland 003,E01026516,Broadland 003C,6479222,95,1248,5.3,48.2,80,53,23,101.2,270,101,206,563,182,23,E01026516,E01026419,1
E01026517,Broadland 003D,92,E12000006,East of England,E07000144,Broadland,E02005522,Broadland 003,E01026517,Broadland 003D,15159248,96,1439,5.4,44.9,47,48,21,92.9,290,101,212,602,168,25,E01026517,E01026419,1
E01026518,Broadland 007A,109,E12000006,East of England,E07000144,Broadland,E02005526,Broadland 007,E01026518,Broadland 007A,821856,97,1395,8,55.2,50,16,6,71.2,126,40,81,535,118,52,E01026518,E01026419,1
E01026519,Broadland 007B,110,E12000006,East of England,E07000144,Broadland,E02005526,Broadland 007,E01026519,Broadland 007B,1577840,98,1707,6.4,59,57,40,12,99,226,61,127,735,210,51,E01026519,E01026419,1
E01026520,Broadland 007C,111,E12000006,East of England,E07000144,Broadland,E02005526,Broadland 007,E01026520,Broadland 007C,1608191,99,1115,2.8,41.7,60,58,16,99.7,300,104,244,503,140,22,E01026520,E01026419,1
E01026521,Broadland 007D,112,E12000006,East of England,E07000144,Broadland,E02005526,Broadland 007,E01026521,Broadland 007D,1555599,100,1272,3.5,37.7,45,61,48,98.7,332,68,220,505,101,19,E01026521,E01026419,1
E01026522,Broadland 002A,83,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026522,Broadland 002A,32583221,101,1437,5,47.2,57,51,12,98.2,235,91,191,595,161,37,E01026522,E01026419,1
E01026523,Broadland 002B,84,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026523,Broadland 002B,33254285,102,1862,5.3,49.8,58,53,16,102.8,312,94,216,769,194,57,E01026523,E01026419,1
E01026524,Broadland 002C,85,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026524,Broadland 002C,28804871,103,1443,5.6,50.5,48,51,7,101.5,240,73,202,616,142,21,E01026524,E01026419,1
E01026525,Broadland 002D,86,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026525,Broadland 002D,43637550,104,1068,3.8,47.4,23,34,6,81.4,173,30,131,451,83,19,E01026525,E01026419,1
E01026526,Broadland 010A,123,E12000006,East of England,E07000144,Broadland,E02005529,Broadland 010,E01026526,Broadland 010A,309473,105,1421,3.7,45.5,123,65,19,110.5,324,117,266,649,185,24,E01026526,E01026419,1
E01026527,Broadland 010B,124,E12000006,East of England,E07000144,Broadland,E02005529,Broadland 010,E01026527,Broadland 010B,453206,106,1454,2.6,41.3,90,52,13,93.3,344,136,340,664,183,16,E01026527,E01026419,1
E01026528,Broadland 010C,125,E12000006,East of England,E07000144,Broadland,E02005529,Broadland 010,E01026528,Broadland 010C,591049,107,1388,3,42.2,92,79,21,121.2,390,123,275,602,174,25,E01026528,E01026419,1
E01026529,Broadland 010D,126,E12000006,East of England,E07000144,Broadland,E02005529,Broadland 010,E01026529,Broadland 010D,1878736,108,1544,3.5,49.6,116,63,14,112.6,316,135,253,722,244,33,E01026529,E01026419,1
E01026530,Broadland 011A,127,E12000006,East of England,E07000144,Broadland,E02005530,Broadland 011,E01026530,Broadland 011A,586090,109,1705,3.6,45.5,98,70,13,115.5,340,108,276,747,196,24,E01026530,E01026419,1
E01026531,Broadland 011B,128,E12000006,East of England,E07000144,Broadland,E02005530,Broadland 011,E01026531,Broadland 011B,843977,110,1698,4,47.8,113,62,18,109.8,360,143,310,748,206,18,E01026531,E01026419,1
E01026532,Broadland 011C,129,E12000006,East of England,E07000144,Broadland,E02005530,Broadland 011,E01026532,Broadland 011C,574150,111,1747,4.3,49.8,107,76,19,125.8,382,107,249,738,215,26,E01026532,E01026419,1
E01026533,Broadland 004A,93,E12000006,East of England,E07000144,Broadland,E02005523,Broadland 004,E01026533,Broadland 004A,7164581,112,1190,3.1,48.7,36,44,10,92.7,212,62,190,521,134,14,E01026533,E01026419,1
E01026534,Broadland 004B,94,E12000006,East of England,E07000144,Broadland,E02005523,Broadland 004,E01026534,Broadland 004B,18584203,113,1639,6.5,51.1,28,45,10,96.1,267,49,159,628,119,33,E01026534,E01026419,1
E01026535,Broadland 004C,95,E12000006,East of England,E07000144,Broadland,E02005523,Broadland 004,E01026535,Broadland 004C,9893291,114,1674,5.3,52.4,38,48,17,100.4,284,56,172,663,131,37,E01026535,E01026419,1
E01026536,Broadland 004D,96,E12000006,East of England,E07000144,Broadland,E02005523,Broadland 004,E01026536,Broadland 004D,14970445,115,1693,5.5,50.4,42,61,12,111.4,277,72,175,653,133,31,E01026536,E01026419,1
E01026537,Broadland 004E,97,E12000006,East of England,E07000144,Broadland,E02005523,Broadland 004,E01026537,Broadland 004E,398077,116,1541,6.4,56.3,26,42,49,98.3,207,26,70,573,109,37,E01026537,E01026419,1
E01026538,Broadland 018C,160,E12000006,East of England,E07000144,Broadland,E02005537,Broadland 018,E01026538,Broadland 018C,20950776,117,1568,5.7,46.9,74,76,16,122.9,324,83,215,648,160,34,E01026538,E01026419,1
E01026539,Broadland 018D,161,E12000006,East of England,E07000144,Broadland,E02005537,Broadland 018,E01026539,Broadland 018D,33281451,118,1677,5.7,49.9,40,67,17,116.9,306,61,202,676,129,30,E01026539,E01026419,1
E01026540,Broadland 009A,118,E12000006,East of England,E07000144,Broadland,E02005528,Broadland 009,E01026540,Broadland 009A,426000,119,1444,3.6,44.7,82,46,9,90.7,288,117,261,644,169,11,E01026540,E01026419,1
E01026541,Broadland 009B,119,E12000006,East of England,E07000144,Broadland,E02005528,Broadland 009,E01026541,Broadland 009B,980508,120,2428,7.7,52,184,104,30,156,445,119,260,1027,270,87,E01026541,E01026419,1
E01026542,Broadland 009C,120,E12000006,East of England,E07000144,Broadland,E02005528,Broadland 009,E01026542,Broadland 009C,348432,121,1477,4.9,47.2,93,43,11,90.2,253,105,258,651,172,31,E01026542,E01026419,1
E01026543,Broadland 009D,121,E12000006,East of England,E07000144,Broadland,E02005528,Broadland 009,E01026543,Broadland 009D,846841,122,1422,3.8,47.9,64,50,10,97.9,263,97,228,634,166,22,E01026543,E01026419,1
E01026544,Broadland 009E,122,E12000006,East of England,E07000144,Broadland,E02005528,Broadland 009,E01026544,Broadland 009E,619960,123,1687,5.9,57.7,50,37,12,94.7,234,57,149,722,178,40,E01026544,E01026419,1
E01026545,Broadland 008A,113,E12000006,East of England,E07000144,Broadland,E02005527,Broadland 008,E01026545,Broadland 008A,5697048,124,1633,8.5,51.4,31,52,13,103.4,250,57,157,644,143,42,E01026545,E01026419,1
E01026546,Broadland 008B,114,E12000006,East of England,E07000144,Broadland,E02005527,Broadland 008,E01026546,Broadland 008B,5342975,125,1502,4,48.5,17,37,10,85.5,207,46,173,584,86,21,E01026546,E01026419,1
E01026547,Broadland 002E,87,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026547,Broadland 002E,17173472,126,1419,5,46.7,81,55,15,101.7,258,105,203,636,214,35,E01026547,E01026419,1
